"id","submitdate","lastpage","startlanguage","startdate","datestamp","Nummer","Systeem","StapApp[1_Aantal]","StapApp[2_Aantal]","StapApp[3_Aantal]","StapApp[4_Aantal]","StapApp[5_Aantal]","StapApp[6_Aantal]","StapApp[7_Aantal]","CommentApp[1]","CommentApp[2]","CommentApp[3]","CommentApp[4]","CommentApp[5]","CommentApp[6]","CommentApp[7]","StapOm[1_Aantal]","StapOm[1_Aer]","StapOm[1_Afs]","StapOm[1_Cal]","StapOm[2_Aantal]","StapOm[2_Aer]","StapOm[2_Afs]","StapOm[2_Cal]","StapOm[3_Aantal]","StapOm[3_Aer]","StapOm[3_Afs]","StapOm[3_Cal]","StapOm[4_Aantal]","StapOm[4_Aer]","StapOm[4_Afs]","StapOm[4_Cal]","StapOm[5_Aantal]","StapOm[5_Aer]","StapOm[5_Afs]","StapOm[5_Cal]","StapOm[6_Aantal]","StapOm[6_Aer]","StapOm[6_Afs]","StapOm[6_Cal]","StapOm[7_Aantal]","StapOm[7_Aer]","StapOm[7_Afs]","StapOm[7_Cal]","Dragen[1]","Dragen[2]","Dragen[3]","Dragen[4]","Dragen[5]","Dragen[6]","Dragen[7]","Reden[1]","Reden[2]","Reden[3]","Reden[4]","Reden[5]","Reden[6]","Reden[7]","Locatie[1]","Locatie[2]","Locatie[3]","Locatie[4]","Locatie[5]","Locatie[6]","Locatie[7]","DagZwa2","TijdZwa2[Uur]","TijdZwa2[Min]","DagMat2","TijdMat2[Uur]","TijdMat2[Min]","DagWan2","TijdWan2[Uur]","TijdWan2[Min]","IPAQTOT2","TijdZit2[Uur]","TijdZit2[Min]","interviewtime","groupTime186","NummerTime","groupTime187","SysteemTime","groupTime188","StapAppTime","CommentAppTime","StapOmTime","DragenTime","RedenTime","LocatieTime","groupTime189","DagZwa2Time","TijdZwa2Time","DagMat2Time","TijdMat2Time","DagWan2Time","TijdWan2Time","IPAQTOT2Time","TijdZit2Time"
"136","2019-10-16 14:28:52","4","nl","2019-10-16 14:13:24","2019-10-16 14:28:52","188.0000000000","Omron & app","10467","10368","12195","3080","3797","9395","10076","","","","","Telefoon niet tijdens hockeytraining gedragen","","","7266","0","5.0","164","14292","2112","10.0","339","9149","0","6.4","152","4807","0","3.3","100","10988","6016","7.6","214","7853","0","5.4","124","4968","0","3.4","130","Ja","Ja","Ja","Ja","Ja","Ja","Nee","","","","","","","s'avonds Omron vergeten te dragen","broekrand","broekrand","broekrand en sok","broekrand","broekrand en sok ","broekrand","broekrand","2.0000000000","1.0000000000","30.0000000000","7.0000000000","","15.0000000000","2.0000000000","","30.0000000000","2058","6.0000000000","","928.88","6.67","","5.14","","752.04","","","","","","","165.03","","","","","","","",""
"137","","","nl","2019-10-16 16:02:59","2019-10-16 16:02:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"138","2019-10-16 16:24:33","4","nl","2019-10-16 16:13:05","2019-10-16 16:24:33","13.0000000000","Omron","","","","","","","","","","","","","","","11973","0","9.6","222","9937","1016","8.0","146","14253","858","11.5","350","2907","0","2.3","49","4456","0","3.6","92","7818","0","6.3","134","3440","0","2.7","68","Ja","Ja","Ja","Weet niet","Weet niet","Weet niet","Weet niet","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","4.0000000000","","","7.0000000000","","","7.0000000000","","","0","7.0000000000","","688.46","81.05","","3.48","","483.81","","","","","","","120.12","","","","","","","",""
"139","2019-10-16 16:20:57","4","nl","2019-10-16 16:14:45","2019-10-16 16:20:57","172.0000000000","Omron & app","5323","6164","6830","740","3246","8363","4594","","","","","","","","5957","0","4.7","130","6613","2501","5.2","137","6686","2181","5.3","139","884","0","0.7","1","3898","0","3.1","57","8529","5723","6.8","199","5016","0","4.0","95","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","0.0000000000","","","2.0000000000","0.0000000000","40.0000000000","3.0000000000","1.0000000000","0.0000000000","NAN","11.0000000000","0.0000000000","373.36","7.62","","7.72","","235.62","","","","","","","122.4","","","","","","","",""
"140","2019-10-16 16:49:11","4","nl","2019-10-16 16:40:35","2019-10-16 16:49:10","81.0000000000","Omron & app","12581","11299","7605","1683","5054","8432","11672","","","","","","","","13176","0","11","0","11789","0","0","0","7345","0","5","98","1359","0","0","0","5233","0","5","108","5867","0","0","0","15036","0","13","437","Ja","Ja","Nee","Nee","Nee","Nee","Ja","","","tijdens de tu lag hij nog thuis","vergeten","lang uitgeslapen","in de avond vergeten om te doen","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","2.0000000000","","45.0000000000","7.0000000000","1.0000000000","","0.0000000000","","","NAN","6.0000000000","","517.04","9.76","","7","","381.28","","","","","","","119","","","","","","","",""
"141","2019-10-16 16:52:03","4","nl","2019-10-16 16:44:53","2019-10-16 16:52:03","167.0000000000","Omron & app","8441","7945","21506","13257","5345","5537","12048","nee","ja, 2000 meer","ja want tel langer bij gehouden","ja, 6000 meer","nee","nee","ja, 2 keer zoveel","8020","0","5.9","174","6033","2259","4.4","109","5051","0","3.7","92","7402","4528","5.4","171","5019","2306","3.7","107","6365","0","4.0","109","6570","0","8.9","197","Ja","Ja","Nee","Ja","Ja","Ja","Weet niet","","","ik was op een feestje met een jurkje en ik kon hem nergens kwijt","","","","feestje","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","0.0000000000","","","3.0000000000","4.0000000000","0.0000000000","3.0000000000","0.0000000000","30.0000000000","NAN","6.0000000000","0.0000000000","431.81","6.76","","6.86","","338.25","","","","","","","79.94","","","","","","","",""
"142","2019-10-16 16:54:08","4","nl","2019-10-16 16:49:01","2019-10-16 16:54:08","69.0000000000","Omron & app","13418","6293","5805","4345","2761","2176","10244","","","","","","","","14077","1321","9.0","279","5818","1805","3.7","111","8140","2973","5.2","192","4064","2492","2.6","64","4099","2041","2.6","72","5019","0","3.2","60","10297","2760","6.5","230","Ja","Ja","Ja","Ja","Nee","Ja","Ja","","","","","niet meegenomen naar werk","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","4.0000000000","2.0000000000","","7.0000000000","","30.0000000000","4.0000000000","","30.0000000000","5076","6.0000000000","","307.64","11.68","","6.91","","226.84","","","","","","","62.21","","","","","","","",""
"143","2019-10-16 17:01:17","4","nl","2019-10-16 16:51:39","2019-10-16 17:01:17","91.0000000000","Omron & app","4045","4197","11428","7260","4195","6423","5134","","","","","","","","4329","0","3.2","94","4277","0","3.2","110","11185","5276","8.5","307","7320","4442","5.5","189","4142","0","3.1","35","5818","0","4.4","129","5133","0","3.9","115","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","riem/broekrand","riem/broekrand","broekzak","broekzak","broekzak","broekzak","broekzak","1.0000000000","","","2.0000000000","","","4.0000000000","","","0","","","579.08","10.65","","7.85","","356.81","","","","","","","203.77","","","","","","","",""
"144","2019-10-16 17:03:03","4","nl","2019-10-16 16:52:26","2019-10-16 17:03:03","131.0000000000","Omron & app","11313","5229","10715","15596","2411","895","5962","","","","","","","","11133","1166","8.3","259","4877","0","3.5","79","6055","0","4.5","127","14708","0","11.0","270","0","0","0","0","0","0","0","0","5092","0","3.8","112","Ja","Ja","Ja","Ja","Nee","Nee","Ja","","","","","Zaterdagnacht pols gebroken dus alleen op bed en de bank gelegen.","Zaterdagnacht pols gebroken dus alleen op bed en de bank gelegen.","","Riem","Riem","Riem","Broekzak","","","Broekzak","1.0000000000","2.0000000000","","1.0000000000","4.0000000000","30.0000000000","7.0000000000","1.0000000000","","3426","7.0000000000","","638.44","21.45","","6.24","","395.13","","","","","","","215.62","","","","","","","",""
"145","2019-10-16 17:14:19","4","nl","2019-10-16 16:58:36","2019-10-16 17:14:19","51.0000000000","Omron & app","5332","12159","19994","2170","3412","13182","15453","","","","","","","","6113","0","4.0","184","13245","00","8.4","398","22098","789","15.8","865","1235","0","1.8","38","4736","1003","3.1","210","14009","0","8.8","420","0","0","0","0","Ja","Ja","Ja","Ja","Ja","Ja","Nee","","","","","","","Omron kwijtgeraakt","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","-","4.0000000000","1.0000000000","30.0000000000","6.0000000000","1.0000000000","30.0000000000","7.0000000000","0.0000000000","30.0000000000","5733","6.0000000000","30.0000000000","944.13","6.31","","6.05","","846.35","","","","","","","85.42","","","","","","","",""
"146","2019-10-16 17:36:53","4","nl","2019-10-16 17:06:25","2019-10-16 17:36:52","71.0000000000","Omron & app","8428","6441","5211","4205","5753","4794","7192","","","","","","","","8358","1655","6.1","130","6610","0","4.8","80","7847","0","5.7","62","11650","3136","8.5","130","8211","3023","5.9","92","4459","0","3.2","51","7400","2523","5.4","114","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekrand","broekrand","broekzak","broekzak","0.0000000000","","","7.0000000000","","15.0000000000","7.0000000000","1.0000000000","","NAN","7.0000000000","","1829.39","7.85","","6.42","","227.12","","","","","","","1588","","","","","","","",""
"147","","2","nl","2019-10-16 17:12:29","2019-10-16 17:12:42","130.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.23","5.62","","7.61","","","","","","","","","","","","","","","","",""
"148","2019-10-16 17:23:33","4","nl","2019-10-16 17:13:55","2019-10-16 17:23:33","164.0000000000","Omron & app","8237","4620","3796","3702","1177","5202","11413","Telefoon niet mee in de sportschool","Telefoon niet mee in de sportschool","","Telefoon niet mee tijdens werken (horeca)","","","Telefoon niet mee tijdens werken","8242","3944","6.5","211","5733","1474","4.5","126","3494","0","2.7","46","7133","0","5.7","40","1401","0","1.1","6","4155","0","3.3","76","12021","0","9.6","198","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Enkel(sporten) en broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","2.0000000000","1.0000000000","30.0000000000","4.0000000000","0.0000000000","30.0000000000","7.0000000000","0.0000000000","20.0000000000","2382","11.0000000000","","579.92","16.59","","15.25","","357.24","","","","","","","190.84","","","","","","","",""
"149","2019-10-16 17:36:33","4","nl","2019-10-16 17:32:23","2019-10-16 17:36:33","58.0000000000","Omron & app","9080","9880","17165","784","2522","6652","6763","tennis zonder app","","tennis zonder app","app niet de hele tijd mee","","","","6746","0","6.0","98000","6253","0","5.6","132000","10580","0","9.5","132000","1042","0","0.9","1000","2125","0","1.9","39","3643","0","3.2","60","6348","0","5.7","107","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","0.0000000000","","","4.0000000000","1.0000000000","0.0000000000","5.0000000000","0.0000000000","30.0000000000","NAN","8.0000000000","0.0000000000","250.63","6.97","","2.9","","163.33","","","","","","","77.43","","","","","","","",""
"150","2019-10-16 17:52:01","4","nl","2019-10-16 17:44:02","2019-10-16 17:52:01","156.0000000000","Omron & app","4750","9577","9006","1075","5861","5576","9241","","","","","","","","4911","0","4.4","120","6657","0","5.9","125","4590","0","4.1","89","5886","4234","5.2","220","5693","0","5.1","66","6343","0","5.7","98","9384","1198","8.4","210","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","1.0000000000","0.0000000000","30.0000000000","5.0000000000","1.0000000000","0.0000000000","5.0000000000","0.0000000000","15.0000000000","1687.5","13.0000000000","0.0000000000","480.87","10.67","","8.41","","281.26","","","","","","","180.53","","","","","","","",""
"151","2019-10-16 18:00:53","4","nl","2019-10-16 17:52:35","2019-10-16 18:00:53","89.0000000000","Omron & app","10836","12056","4315","2439","5498","11991","6702","","","","","","","","9974","0","6.6","199","10973","4546","7.3","254","3915","0","2.6","85","2789","0","1.8","16","4135","0","2.7","73","10870","2196","7.2","254","6291","0","4.2","150","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak/sok","broekzak","broekzak","broekzak","broekzak/sok","broekzak","2.0000000000","2.0000000000","","7.0000000000","0.0000000000","30.0000000000","7.0000000000","1.0000000000","30.0000000000","4839","7.0000000000","","499.01","65.25","","7.79","","318.27","","","","","","","107.7","","","","","","","",""
"152","","2","nl","2019-10-16 18:03:49","2019-10-16 18:04:00","175.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.96","6.1","","5.86","","","","","","","","","","","","","","","","",""
"153","2019-10-16 18:10:07","4","nl","2019-10-16 18:04:36","2019-10-16 18:10:07","189.0000000000","Omron & app","8660","9157","13934","3947","10630","3780","9463","","","","","","","","9700","1075","7.4","242","13273","0","10.2","247","7942","1126","6.1","159","2161","0","1.6","25","10073","0","7.7","175","2929","0","2.2","44","9557","1190","7.3","219","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","6.0000000000","0.0000000000","30.0000000000","6.0000000000","0.0000000000","15.0000000000","5.0000000000","0.0000000000","30.0000000000","2295","5.0000000000","","332.72","5.84","","7.96","","229.1","","","","","","","89.82","","","","","","","",""
"154","2019-10-16 18:42:17","4","nl","2019-10-16 18:36:39","2019-10-16 18:42:17","155.0000000000","Omron & app","3999","4505","4130","460","425","2614","6810","Dit geldt eigenlijk voor alle dagen: in huis heb ik mijn telefoon niet continu bij me, en tijdens trainingen natuurlijk ook niet","","","","","","","4160","0","3.1","67","5108","0","3.8","104","4996","1248","2.7","101","2228","0","1.6","1","971","0","0.7","5","7520","2513","5.6","163","9934","1136","7.4","206","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","1.0000000000","1.0000000000","","5.0000000000","0.0000000000","45.0000000000","2.0000000000","0.0000000000","15.0000000000","1479","9.0000000000","","338.11","5.8","","5.78","","265.39","","","","","","","61.14","","","","","","","",""
"155","2019-10-16 20:10:38","4","nl","2019-10-16 20:00:57","2019-10-16 20:10:38","152.0000000000","Omron & app","5417","7021","9088","4905","7951","6570","8480","","","","Mobiel niet heel de dag bij me gehad","","","","3852","0","2.8","70000","4734","0","3.5","91000","8217","2184","6.1","171000","5134","3245","3.8","79000","8185","0","6.1","115000","4875","0","3.6","80000","5755","0","4.3","113000","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","2.0000000000","1.0000000000","0.0000000000","4.0000000000","0.0000000000","30.0000000000","3.0000000000","1.0000000000","","2034","8.0000000000","0.0000000000","582.64","10.14","","5.49","","409.79","","","","","","","157.22","","","","","","","",""
"156","2019-10-16 20:25:57","4","nl","2019-10-16 20:19:53","2019-10-16 20:25:57","50.0000000000","Omron & app","8983","5050","4389","3690","2857","4987","6064","","","","","","","","9221","0","8.2","228","5175","0","4.6","130","4586","0","4.0","99","1041","0","0.9","7","2125","0","1.8","69","5587","0","4.7","141","6360","0","5.6","244","Ja","Ja","Ja","Nee","Ja","Ja","Ja","","","","savond was ik vergeten de stappenteller bij me te dragen","","","","broekzak","broekzak","broekzak","broekrand","broekzak","broekrand","broekrand","0.0000000000","","","5.0000000000","1.0000000000","","2.0000000000","","","NAN","","","364.58","6.43","","8.23","","265.81","","","","","","","84.11","","","","","","","",""
"157","2019-10-16 20:43:45","4","nl","2019-10-16 20:34:26","2019-10-16 20:43:45","76.0000000000","Omron & app","12720","9439","5582","9109","7052","5035","6745","","","","","","","","11955","0","9.8","279","11805","1490","9.6","238","4847","0","3.9","92","7527","1660","6.1","215","1859","0","1.5","35","4725","0","3.8","103","6808","0","5.5","176","Ja","Ja","Ja","Ja","Nee","Ja","Ja","","","","","vergeten op delen van de dag","","","riem","riem","riem","riem","riem","riem","riem","3.0000000000","1.0000000000","30.0000000000","2.0000000000","2.0000000000","0.0000000000","2.0000000000","3.0000000000","0.0000000000","4308","7.0000000000","0.0000000000","551.7","9.1","","15.38","","364.61","","","","","","","162.61","","","","","","","",""
"158","2019-10-16 22:28:39","4","nl","2019-10-16 22:17:41","2019-10-16 22:28:39","184.0000000000","Omron","","","","","","","","","","","","","","","6927","0","5.2","269","1763","0","1.3","89","7331","0","5.5","240","2486","0","2","102","7638","0","5.7","243","8915","0","6.7","330","2254","0","1.7","97","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","2.0000000000","2.0000000000","","6.0000000000","1.0000000000","","1.0000000000","","15.0000000000","3409.5","5.0000000000","","659.42","7.62","","5.43","","530.71","","","","","","","115.66","","","","","","","",""
"159","2019-10-16 22:43:02","4","nl","2019-10-16 22:32:33","2019-10-16 22:43:02","135.0000000000","Omron & app","14298","11800","22538","8715","5892","11629","18263","","","","","","","","12529","2014","9.5","218","7272","0","5.5","158","16597","1302","12.6","399","7013","0","5.3","103","5144","0","3.9","145","9046","0","6.8","221","12653","0","9.6","239","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","riem","riem","riem","riem","riem","riem","riem","4.0000000000","1.0000000000","","6.0000000000","1.0000000000","","1.0000000000","","10.0000000000","3393","8.0000000000","40.0000000000","630.27","7.46","","6.19","","440.26","","","","","","","176.36","","","","","","","",""
"160","2019-10-17 00:01:55","4","nl","2019-10-16 23:55:17","2019-10-17 00:01:55","179.0000000000","Omron & app","5362","15043","5686","8094","1933","6062","5038","","Indoor training gevolgd zonder telefoon, maar met omron.","","","","Getraind op de ergometer, zonder telefoon maar met ergo.","","4728","0","3400","67","15236","0","11700","275","4148","0","3100","49","7203","1659","5500","97","1932","0","1400","19","5676","0","4300","75","4946","0","3800","71","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","2.0000000000","1.0000000000","","6.0000000000","30.0000000000","","1.0000000000","30.0000000000","","50100","10.0000000000","","398.67","6.27","","6.76","","297.94","","","","","","","87.7","","","","","","","",""
"161","2019-10-17 10:14:55","4","nl","2019-10-17 10:05:19","2019-10-17 10:14:54","176.0000000000","Omron & app","9558","3913","6817","4895","2385","2751","5550","","","","","","","","6886","2634","5.5","171","3038","0","2.4","49","5891","0","4.7","139","6034","3691","4.9","152","1763","0","1.3","24","2398","0","1.9","57","8197","4865","6.5","159","Ja","Ja","Nee","Ja","Ja","Ja","Ja","","","s ochtends vergeten","","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","0.0000000000","","","1.0000000000","1.0000000000","30.0000000000","2.0000000000","","30.0000000000","NAN","6.0000000000","0.0000000000","575.91","34.87","","6.26","","477.79","","","","","","","56.99","","","","","","","",""
"162","2019-10-17 10:37:23","4","nl","2019-10-17 10:29:40","2019-10-17 10:37:23","169.0000000000","Omron & app","7124","9023","7936","11199","8125","6492","7180","","","","Niet bij gehad tijdens sporten","","","","4567","0","4.3","105","5000","0","3.9","58","12406","0","9.8","275","8585","3655","6.7","182","4479","0","3.5","80","5930","3103","4.6","148","4050","1070","3.1","129","Weet niet","Weet niet","Weet niet","Ja","Weet niet","Weet niet","Weet niet","","","","","","","","Broekzak","Broekrand","Broekrand","Broekrand","Broekrand","Broekzak","Broekrand","2.0000000000","1.0000000000","","7.0000000000","1.0000000000","","7.0000000000","1.0000000000","","4026","6.0000000000","","464.81","7.49","","5.64","","385.06","","","","","","","66.62","","","","","","","",""
"163","2019-10-17 10:44:28","4","nl","2019-10-17 10:37:50","2019-10-17 10:44:28","99.0000000000","Omron & app","9130","11971","4994","7825","7625","9009","9224","Telefoon thuis gelaten tijdens boodschappen doen. ","","","","","","","9612","1622","7.6","210","11649","1562","9.3","271","5085","0","4","78","5468","1310","4.3","101","3739","1105","2.9","73","0","0","0","0","6785","1289","5.4","181","Ja","Ja","Ja","Nee","Nee","Nee","Nee","","","","Halverwege de dag omgekleed en toen vergeten weer om te doen.","Pas in de middag omgedaan. ","Thuis vergeten. ","Halverwege de dag omgekleed en toen vergeten weer om te doen.","Heup","Heup","Middel","Middel","Middel","","Heup","1.0000000000","1.0000000000","30.0000000000","5.0000000000","","30.0000000000","6.0000000000","","30.0000000000","1914","8.0000000000","","399.91","6.83","","6.44","","321.21","","","","","","","65.43","","","","","","","",""
"164","2019-10-17 10:54:36","4","nl","2019-10-17 10:40:30","2019-10-17 10:54:36","168.0000000000","Omron & app","5102","6187","13827","447","2541","3120","3944","","","","telefoon bijna de hele dag niet meegenomen","","","1 uur gedanst zonder telefoon (en stappenteller)","5675","0","4.1","119","7552","27704","5.5","141","14464","9581","10.7","340","8719","841","6.4","201","2899","0","2.1","27","3486","0","2.5","51","4079","0","3.0","81","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekzak","broekzak en broekrand","broekzak","broekzak","broekrand","1.0000000000","1.0000000000","0.0000000000","5.0000000000","0.0000000000","30.0000000000","3.0000000000","1.0000000000","15.0000000000","1822.5","10.0000000000","0.0000000000","847.51","41.97","","15.79","","584.66","","","","","","","205.09","","","","","","","",""
"165","","2","nl","2019-10-17 11:42:57","2019-10-17 11:43:15","18.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.63","7.1","","11.53","","","","","","","","","","","","","","","","",""
"166","2019-10-17 12:24:02","4","nl","2019-10-17 12:02:05","2019-10-17 12:24:02","90.0000000000","Omron & app","16545","8072","25732","27131","25507","8564","20402","telt stappen tijdens fietsen","telt stappen tijdens fietsen","telt stappen tijdens autorijden","","telt stappen tijdens autorijden/OV gebruiken","telt stappen tijdens fietsen","telt stappen tijdens fietsen","13960","7709","9.0","433","4667","0","3.0","64","17426","5008","11.3","278","29370","5633","19.0","616","12706","3879","8.2","197","1652","0","1.0","25","8908","1211","5.7","160","Ja","Ja","Ja","Ja","Ja","Nee","Nee","","","","","","Thuis vergeten in de ochtend","Vergeten meenemen tijdens looptraining","Horizontaal aan broek","Horizontaal aan broek","Horizontaal aan broek","Horizontaal(?) in fannypack","Horizontaal(?) in fannypack","Horizontaal aan broek","Horizontaal aan broek","2.0000000000","0.0000000000","45.0000000000","3.0000000000","0.0000000000","15.0000000000","6.0000000000","2.0000000000","","3276","2.0000000000","30.0000000000","1316.47","10.97","","6.32","","591.89","","","","","","","707.29","","","","","","","",""
"167","2019-10-17 13:08:34","4","nl","2019-10-17 13:02:47","2019-10-17 13:08:34","80.0000000000","Omron & app","12338","5906","5803","41271","7870","15498","23079","","","","","","","","13047","1196","10.0","145","10023","1626","7.7","197","5803","7973","0","56","41271","107571","25.3","618","4580","1320","3.5","82","12947","3676","9.9","338","20001","4824","15.4","425","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","3.0000000000","2.0000000000","30.0000000000","7.0000000000","0.0000000000","30.0000000000","6.0000000000","1.0000000000","0.0000000000","NAN","","","348.1","4.6","","6.56","","187.16","","","","","","","149.78","","","","","","","",""
"168","2019-10-17 13:28:16","4","nl","2019-10-17 13:19:19","2019-10-17 13:28:16","18.0000000000","Omron & app","12897","5426","3933","5644","6651","8523","11734","","","","","","","niet gedragen bij hockey training","9892","0","7.4","209","4183","0","3.1","58","4009","0","3","73","5616","0","4.1","101","6536","0","4.9","110","8117","2459","6","110","17776","7896","12","301","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","heup","heup","heup","heup","heup","heup","heup","1.0000000000","1.0000000000","30.0000000000","5.0000000000","","30.0000000000","3.0000000000","","15.0000000000","1468.5","8.0000000000","","537.5","5.19","","5.74","","452.31","","","","","","","74.26","","","","","","","",""
"169","","2","nl","2019-10-17 13:29:12","2019-10-17 13:29:21","105.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.97","5.06","","4.91","","","","","","","","","","","","","","","","",""
"170","","2","nl","2019-10-17 13:49:36","2019-10-17 13:50:03","175.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.39","5.56","","22.83","","","","","","","","","","","","","","","","",""
"171","2019-10-17 14:08:33","4","nl","2019-10-17 13:59:39","2019-10-17 14:08:33","138.0000000000","Omron & app","9842","4087","4647","1687","4975","3544","4145","","","","","Telefoon amper bij me gehad ivm werk","","","0","0","0","0","8657","0","6.7","251","1796","0","2.0","57","8704","0","6.7","47","4371","0","3.4","90","3261","0","2.5","49","2328","0","1.8","35","Nee","Ja","Nee","Ja","Ja","Weet niet","Ja","Compleet de hele opdracht vergeten","","Andere broek aangedaan en stappenteller niet overgezet","","","Deels vergete","","","","","","","","","2.0000000000","1.0000000000","0.0000000000","5.0000000000","0.0000000000","20.0000000000","6.0000000000","0.0000000000","30.0000000000","1954","8.0000000000","0.0000000000","455.65","5.58","","6.57","","374.97","","","","","","","68.53","","","","","","","",""
"172","2019-10-17 15:20:50","4","nl","2019-10-17 14:56:05","2019-10-17 15:20:50","7.0000000000","Omron & app","8434","5199","7128","11142","9211","7360","11866","","Hockeytraining","","","Hockeywedstrijd","","","5906","3401","7.6","186","4997","1320","6.4","56","6987","2389","7.4","92","8054","4678","7.8","223","7543","3784","6.1","201","6789","3458","7.1","112","9080","6098","4.6","289","Ja","Ja","Nee","Ja","Nee","Ja","Ja","","","Activiteit vanaf 5 tot laat niet meegenomen (kon niet)","","Niet mee naar hockeywedstrijd en erheen lopen en terug (met ov erheen)","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","2.0000000000","2.0000000000","","7.0000000000","4.0000000000","","7.0000000000","","50.0000000000","9795","9.0000000000","","1482.75","8.63","","7.83","","1358.2","","","","","","","108.09","","","","","","","",""
"173","2019-10-17 15:27:57","4","nl","2019-10-17 15:13:35","2019-10-17 15:27:57","160.0000000000","Omron & app","3032","2272","9329","971","2366","4122","10924","","","","","","","","3702","0","2.8","84","470","0","0.3","2","8289","0","6.3","237","1063","0","0.8","15","2513","2332","1.9","67","3196","0","2.4","82","9102","1332","7","247","Ja","Nee","Ja","Nee","Nee","Ja","Ja","","ik had rijexamen en was hem vergeten","","ik kreeg een blessure die dag en had hem toen afgedaan","ik heb hem alleen gedragen toen ik een stukje ging wandelen","","","broek","broek","broek","broek","jaszak","tas","tas","1.0000000000","","30.0000000000","3.0000000000","1.0000000000","0.0000000000","7.0000000000","","45.0000000000","1999.5","8.0000000000","","862.26","13.2","","5.81","","731.39","","","","","","","111.86","","","","","","","",""
